IRIS_313-10152,ERR621883,fastq/ERR621883_1.fastq.gz,fastq/ERR621883_2.fastq.gz
IRIS_313-10152,ERR621884,fastq/ERR621884_1.fastq.gz,fastq/ERR621884_2.fastq.gz
IRIS_313-10152,ERR621885,fastq/ERR621885_1.fastq.gz,fastq/ERR621885_2.fastq.gz
IRIS_313-10152,ERR621886,fastq/ERR621886_1.fastq.gz,fastq/ERR621886_2.fastq.gz
IRIS_313-10152,ERR621887,fastq/ERR621887_1.fastq.gz,fastq/ERR621887_2.fastq.gz
IRIS_313-10152,ERR621888,fastq/ERR621888_1.fastq.gz,fastq/ERR621888_2.fastq.gz
IRIS_313-8578,ERR615333,fastq/ERR615333_1.fastq.gz,fastq/ERR615333_2.fastq.gz
IRIS_313-8578,ERR615334,fastq/ERR615334_1.fastq.gz,fastq/ERR615334_2.fastq.gz
IRIS_313-8578,ERR615335,fastq/ERR615335_1.fastq.gz,fastq/ERR615335_2.fastq.gz
IRIS_313-8578,ERR615336,fastq/ERR615336_1.fastq.gz,fastq/ERR615336_2.fastq.gz
IRIS_313-8578,ERR615337,fastq/ERR615337_1.fastq.gz,fastq/ERR615337_2.fastq.gz
IRIS_313-8578,ERR615338,fastq/ERR615338_1.fastq.gz,fastq/ERR615338_2.fastq.gz
IRIS_313-8594,ERR615349,fastq/ERR615349_1.fastq.gz,fastq/ERR615349_2.fastq.gz
IRIS_313-8594,ERR615350,fastq/ERR615350_1.fastq.gz,fastq/ERR615350_2.fastq.gz
IRIS_313-8594,ERR615351,fastq/ERR615351_1.fastq.gz,fastq/ERR615351_2.fastq.gz
IRIS_313-8594,ERR615352,fastq/ERR615352_1.fastq.gz,fastq/ERR615352_2.fastq.gz
IRIS_313-8594,ERR615353,fastq/ERR615353_1.fastq.gz,fastq/ERR615353_2.fastq.gz
IRIS_313-8594,ERR615354,fastq/ERR615354_1.fastq.gz,fastq/ERR615354_2.fastq.gz
IRIS_313-9928,ERR638219,fastq/ERR638219_1.fastq.gz,fastq/ERR638219_2.fastq.gz
IRIS_313-9928,ERR638220,fastq/ERR638220_1.fastq.gz,fastq/ERR638220_2.fastq.gz
IRIS_313-9928,ERR638221,fastq/ERR638221_1.fastq.gz,fastq/ERR638221_2.fastq.gz
IRIS_313-9928,ERR638222,fastq/ERR638222_1.fastq.gz,fastq/ERR638222_2.fastq.gz
IRIS_313-9928,ERR638223,fastq/ERR638223_1.fastq.gz,fastq/ERR638223_2.fastq.gz
IRIS_313-9928,ERR638224,fastq/ERR638224_1.fastq.gz,fastq/ERR638224_2.fastq.gz
IRIS_313-9301,ERR616209,fastq/ERR616209_1.fastq.gz,fastq/ERR616209_2.fastq.gz
IRIS_313-9301,ERR616210,fastq/ERR616210_1.fastq.gz,fastq/ERR616210_2.fastq.gz
IRIS_313-9301,ERR616211,fastq/ERR616211_1.fastq.gz,fastq/ERR616211_2.fastq.gz
IRIS_313-9301,ERR616212,fastq/ERR616212_1.fastq.gz,fastq/ERR616212_2.fastq.gz
IRIS_313-9301,ERR616213,fastq/ERR616213_1.fastq.gz,fastq/ERR616213_2.fastq.gz
IRIS_313-9301,ERR616214,fastq/ERR616214_1.fastq.gz,fastq/ERR616214_2.fastq.gz
IRIS_313-9616,ERR616604,fastq/ERR616604_1.fastq.gz,fastq/ERR616604_2.fastq.gz
IRIS_313-9616,ERR616605,fastq/ERR616605_1.fastq.gz,fastq/ERR616605_2.fastq.gz
IRIS_313-9616,ERR616606,fastq/ERR616606_1.fastq.gz,fastq/ERR616606_2.fastq.gz
IRIS_313-9616,ERR616607,fastq/ERR616607_1.fastq.gz,fastq/ERR616607_2.fastq.gz
IRIS_313-9616,ERR616608,fastq/ERR616608_1.fastq.gz,fastq/ERR616608_2.fastq.gz
IRIS_313-9616,ERR616609,fastq/ERR616609_1.fastq.gz,fastq/ERR616609_2.fastq.gz
IRIS_313-8356,ERR615186,fastq/ERR615186_1.fastq.gz,fastq/ERR615186_2.fastq.gz
IRIS_313-8356,ERR615187,fastq/ERR615187_1.fastq.gz,fastq/ERR615187_2.fastq.gz
IRIS_313-8356,ERR615188,fastq/ERR615188_1.fastq.gz,fastq/ERR615188_2.fastq.gz
IRIS_313-8356,ERR615189,fastq/ERR615189_1.fastq.gz,fastq/ERR615189_2.fastq.gz
IRIS_313-8356,ERR615190,fastq/ERR615190_1.fastq.gz,fastq/ERR615190_2.fastq.gz
IRIS_313-8356,ERR615191,fastq/ERR615191_1.fastq.gz,fastq/ERR615191_2.fastq.gz
IRIS_313-8735,ERR615464,fastq/ERR615464_1.fastq.gz,fastq/ERR615464_2.fastq.gz
IRIS_313-8735,ERR615465,fastq/ERR615465_1.fastq.gz,fastq/ERR615465_2.fastq.gz
IRIS_313-8735,ERR615466,fastq/ERR615466_1.fastq.gz,fastq/ERR615466_2.fastq.gz
IRIS_313-8735,ERR615467,fastq/ERR615467_1.fastq.gz,fastq/ERR615467_2.fastq.gz
